PROMOVAT,Product Name,Price (lei),Negociabil,Used,Location
1,HP nVidia Quadro 2000 PROFESIONALA 1 GB DDR5/128bit PCI-E x,1675,0,1,Bistrita
0,Gtx 1060 6GB 192bit DDR,5450,1,1,Resita
0,Placa video Inno3D GeForce RTX 2060 Twin X2 6GB GDDR6 192-bit,1000,0,1,"Bucuresti, Sectorul 6"
0,Placi video 2 gb,100,1,1,Arad
0,Placa video Sapphire Radeon RX 6600 PULSE 8GB GDDR6 128-bit,1000,0,1,Popesti
0,Placa Video AMD R7 240 plus ram cadou Retro Gaming,190,1,1,Vidra
0,Vand radeon rx57,400,0,1,Oradea
0,Placa video AMD  RX 6800 SAPPHIRE PULSE 16 GB,1500,0,1,Topoloveni
0,Placa video MSI RX 6600 XT MECH OC 8GB GDDR6 128bit,850,0,1,Constanta
1,Placa Video nVidia Quadro NVS 510 2GB DDR3 128 bit HDMI,100,0,1,"Bucuresti, Sectorul 3"
1,Placa video Sapphire Radeon RX 7700 XT Pulse,1899,0,1,Targu Neamt
1,Placa video nVidia Quadro K200,160,0,1,Timisoara
0,Placa video XFX AMD Radeon RX 580 8GB ram oarecum defecta.,225,1,1,Constanta
0,Placa video GT 1030 2gb Vram,300,1,0,Alba Iulia
0,Vând 3 x 3090 RTX1,1000,1,1,Pascani
0,gigabyte gtx 670 2giga ddr5 256 biti,190,0,1,Bacau
0,Placa Video 1050 - ti,300,1,1,Arad
0,Vand placa video laptop NVIDIA QUADRO K1100M,400,0,1,Floresti
0,Placa Video GTX165,500,1,1,Matca
0,Placa video Gainward GeForce 210 1GB DDR2 128-bit,60,0,1,"Bucuresti, Sectorul 2"
0,"Vand AMD R9 370 4GB, 256BIT",300,1,1,Jimbolia
0,Placa video RX 6900XT 16Gb,2650,0,1,Sannicolau Mare
1,RTX 3060 12GB de la Asus noua sigilata,1350,1,0,Suceava
1,Vând 4080 Super Rog Strix OC,6900,1,0,Slanic
1,Placa video Palit GeForce® RTX3070 GameRock,1600,1,1,"Bucuresti, Sectorul 5"
0,"Placa video XFX Radeon RX 570 , 8GB, 256-bit",450,0,1,Timisoara
0,Vand placa video gigabyte,120,0,1,Mioveni
0,EVGA RTX 3080 FTW3 ULTRA (placa video),2299,0,1,Brasov
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăPlaca video Amd R9 270x 2gb 256bit,200,0,1,Gemenea
0,"Placa video,stare buna",900,0,1,Pitesti
0,Placa Video Gtx 1060 3Gb,375,0,1,Suceava
0,Placa video PowerColor PCS+ HD 7770 1GB DDR,5100,0,1,Oradea
0,Placa video RX 5700 XT Pulse Best Edition / 8GB GDDR,6950,1,1,"Bucuresti, Sectorul 3"
0,Placa video grafica CAD Quadro 600 k600 2000 k620 K2200 2Gb 4Gb DDR,570,0,1,Buzau
0,Asus GTX 770 DirectCU II,275,0,1,Craiova
1,Placa video PowerColor Radeon RX 6900 XT 16GB GDDR6 256-bit,2000,0,1,"Bucuresti, Sectorul 2"
1,HP nVidia Quadro 2000 PROFESIONALA 1 GB DDR5/128bit PCI-E x,1675,0,1,Bistrita
1,"Placa Video Gigabyte 4070 super  windforce, oc edition, sigilata",3000,0,0,Constanta
0,Placa Video Sapphire Pulse RX580 8Gb 256Bit,300,0,1,"Bucuresti, Sectorul 6"
0,Placi Video Gigabyte GeForce 210 1GB GDDR3 64-bit,50,1,1,Sebes
0,"Placa video Asus nVidia GeForce 9500GT, 512mb, DDR2, 128bit, HDM",59,1,1,Sebes
0,Placa video ASUS GTX 970 STRIX OC 4GB,300,0,1,Tulcea
0,Placa video Asus Dual Radeon RX56,500,0,0,Targoviste
0,"Placa video ASUS GeForce® GTX 750 Ti, 2GB GDDR5, 128-bit",300,0,1,"Bucuresti, Sectorul 2"
0,"Placa Video Sapphire Nitro , Radeon RX 6900XT de  16gb GDDR6",2100,0,1,Iasi
0,Placa video MSI RTX 4070 GAMING X SLIM 12GB GDDR6X 192-bit DLSS 3.,2450,1,0,"Bucuresti, Sectorul 5"
0,NVIDIA Quadro K420,550,0,1,Iasi
0,"Placa video Gigabyte AORUS gtx 1080TI XTREME, 11 GB GDDR5X, 384-bit",1200,0,1,Iasi
1,Placa Video Palit GeForce RTX 3080 10gb,2000,0,1,"Bucuresti, Sectorul 4"
1,"AMD ASUS RX 7600 Dual, OC, 8GB, Garanție Emag 3 ani",999,0,0,Cluj
1,Placa video Sapphire Radeon RX 7700 XT Pulse,1899,0,1,Targu Neamt
0,Gigabyte RTX 4070 Ti EAGLE OC 12GB +(optional) sistem ryzen 2700x/32gb,4000,0,1,Targoviste
0,placa video retro 3dfx Voodoo 3 2000 AGP 16MB,299,0,1,Cluj
0,Placa video Gaming msi Ventus rtx 3070ti de 8 gb ddr6/256 biti,1850,0,1,Iasi
0,Placa video Gtx 1660TI,600,0,1,Uricani
0,Radeon RX 470 Nitro OC 4GB GDDR,5300,1,1,Cluj
0,"Placa video Sapphire Radeon VII de 16GB ddr6, 4096-bit , ca noua",1400,0,1,Iasi
0,Placa Video Asus  TUF RX 6800 XT Gaming OC 16GB - garantie 13.11.2025,2800,1,1,Sibiu
0,Nvidia  GTX 1070 gainward 8 gb gddr,5700,0,1,Cluj
0,"Placa video cu GARANTIE ASUS DUAL GeForce GTX 1660 SUPER, 6GB GDDR",6800,0,1,Cugir
1,Placa Video nVidia Quadro NVS 510 2GB DDR3 128 bit HDMI,100,0,1,"Bucuresti, Sectorul 3"
1,Placa video ASUS ROG Strix GeForce RTX 3070 TI OC Edition aproape nou,1750,0,1,Targu Jiu
1,Vand Placa video ASUS RX570 4Gb EXPEDITION,250,0,1,Cluj
0,"Placa video cu GARANTIE ASUS DUAL GeForce GTX 1660 SUPER, 6GB GDDR",6800,0,1,Timisoara
0,Gtx 970 4GB Asus,450,1,1,Timisoara
0,Placa video MSI GeForce RTX 2070 GAMING Z,1000,1,1,Sibiu
0,placa video gt71,220,0,1,Pascani
0,placa video gtx 550 ti,150,0,1,Pascani
0,Vând placa video,620,1,1,Galati
0,Placa video XFX RADEON RX460 ca noua,200,0,0,"Bucuresti, Sectorul 4"
0,Asus gtx 1060 3 gb,498,1,1,Targu
0,"Nvidia Asus GeForce GTX 970 Strix 4Gb, 256 biti",250,0,1,Vlahita
0,Placa video gtx 1060 3 gb,498,1,1,Targu
1,Placa video  MSI RTX 3080Ti X Trio,3180,1,1,Alexandru cel Bun
1,"Placa Video Gigabite Geforce RTX 3060Ti 8Gb DDR6, 256-bit",1300,0,0,"Bucuresti, Sectorul 4"
1,"Placa Video Gigabyte 4070 super  windforce, oc edition, sigilata",3000,0,0,Constanta
0,Placa Video Profesionala Quadro FX 4600 768 MB GDDR,3199,0,1,Focsani
0,Placa Video PCI GV-N94T-512I In Cutie,100,0,1,Focsani
0,Vand placa video Nvidia Gtx 650ti Sparkle,180,1,1,Galati
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăPlaca Video PCI-Epress WinFast PX8500 GT TDH 512 Mb,80,0,1,Focsani
0,Placa video RTX 3080TI,3250,0,1,Lugoj
0,Assus rog strix 1080ti vând sau schimb,1000,0,1,Alba Iulia
0,Placa video Nvidia Rtx 3070 Gigabyte,2000,0,1,"Bucuresti, Sectorul 4"
0,Placa video rx47,400,0,1,Brasov
1,Placa video RX 570 Gaming  NITRO+  8 GB GDDR5 256-bit Garantie 6 Luni,450,0,1,"Bucuresti, Sectorul 3"
1,Placa video Palit GTX 1660 Ti StormX 6GB DDR,6700,1,1,Vaslui
0,GeForce 9800GT Gainward,50,0,1,Rosu
0,"Calculator gaming , i9 11900k , 32 gb ram , 6900xt de 16 gb",5500,0,0,Iasi
0,Sapphire AMD Radeon Nitro+ RX 7900 XT 20 GB,3800,0,1,"Bucuresti, Sectorul 3"
0,Vand Amd Firepro W7150X2 16Gb,2100,1,1,Facai
0,Placă video Gigabyte Aorus Master RTX 3070 8GB,2000,0,1,Ineu
0,placa video de gaming radeon rx580 nitro 8gb ( neminat ),650,1,0,"Bucuresti, Sectorul 1"
0,GIGABYTE GV-R927XOC-2GD Radeon R9 270X 2GB,100,0,1,Medias
0,"Placa video , AMD Radeon R9 280X GPU",500,0,1,Rasnov
0,ASUS Dual GeForce® GTX 1660 SUPER™ OC Edition 6GB GDDR6 EVO,799,0,1,Oradea
0,Gtx 750 ti pt calculator,250,1,1,Constanta
1,Gigabyte GTX 1080 ti Waterforce WB Extreme Edition 11G Aorus,2000,1,0,Runcu
1,Vând 4080 Super Rog Strix OC,6900,1,0,Slanic
1,Placa video Sapphire RX 6600 GAMING 8GB GDDR6 ca noua﻿ garantie 3 luni,875,0,1,"Bucuresti, Sectorul 6"
0,"Pc Modelare 3g, workstation , editare cu i9 9900k , nvidia 8 gb/256bit",3800,0,0,Iasi
0,Vând Placa Video,600,1,1,Dosu Bricii
0,placa video Radeon RX470OC 4Gb,300,1,1,Calarasi
0,Vând Placa Video NVIDIA DDR,250,0,1,"Bucuresti, Sectorul 4"
0,Gigabyte 3090 turbo 24 gb Gddr6 384 biti,3500,1,1,Pitesti
0,Vand placa video asus gtx 1080ti 11gb,1100,1,1,Constanta
0,Placa Video:AMD Rx5500Xt,300,0,1,Sibiu
0,"Placa video  NVIDIA GeForce GTX 1060 G1 GAMING, 6GB GDDR5, 192bit",499,1,1,Slatina
0,Placa video Rx 5700XT,1000,1,1,Motru
0,Nvidia Quadro P60,220,0,1,"Bucuresti, Sectorul 1"
1,Placa video Gigabyte GeForce RTX 3080 Ti Gaming OC N308TGAMING OC-12G,2800,0,1,"Bucuresti, Sectorul 3"
1,XFX AMD Radeon™ RX 580 GTS XXX Edition 8GB,745,0,0,"Bucuresti, Sectorul 3"
1,Placa Video Gigabyte RTX 4060Ti Eagle 8GB GDDR6 SIGILATA,1900,0,0,Iasi
0,Rig Mining 6xSapphire RX 470 4GB,1500,0,1,"Bucuresti, Sectorul 6"
0,vand placa video CALCULATOR,350,1,1,Arad
0,Placa video gaming și sursă alimentare,450,1,1,Brasov
0,Placa video Gtx 650Ti 1Gb,120,0,1,Orastie
0,Palit Nvidia RTX3070 8GB,1700,0,1,Roman
0,Placa video HD 6970 2Gb,180,0,1,Orastie
0,Vând placa video Saphire de 512MB,60,1,1,"Bucuresti, Sectorul 6"
0,Placa Video Sapphire RX 580 8GB Nitro Full box,300,0,1,"Bucuresti, Sectorul 6"
0,Placa Video Sapphire RX 580 8GB Special Edition,300,0,1,"Bucuresti, Sectorul 6"
1,XFX AMD Radeon™ RX 580 GTS XXX Edition 8GB,745,0,0,"Bucuresti, Sectorul 3"
1,Placa video Sapphire Nitro+ Radeon RX 570 8GB GDDR5 Garantie 6 Luni,450,0,1,"Bucuresti, Sectorul 3"
0,Placa video de colectie - Diamond Viper V330 nVIDIA Riva 128 PCI,350,0,1,Brasov
0,KFA2 GeForce RTX™ 3090 EX Gamer,4000,1,1,Targoviste
0,Placa video MSI GT 730 2gb,250,1,1,Babeni
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăGIGABYTE GeForce GTX 750 OC 1GB GDDR5 128-bit,150,1,1,Brasov
0,nVidia GeForce 9500 GT 256MB DVI HDMI PCI-Express x16 Legacy,119,0,1,"Bucuresti, Sectorul 2"
0,Gigabyte GeForce GTX 1060 MiniITX 6GB GDDR,5500,0,1,Brasov
0,Vand Rx6600 Powercolor Hellhound cu factura si garantie,850,1,1,Runcu
0,Placa Video AORUS GeForce RTx 3080 MASTER 10G,2200,1,1,Timisoara
0,Placa video rtx a2000 gddr6 workstation,1200,0,1,Sibiu
0,GTX 760 Defecta 2GB OC,100,1,1,"Bucuresti, Sectorul 3"
1,nVidia RTX A2000 6GB - placa video profesionala noua SFF low profile,1100,0,0,Corbeanca
1,Placa video PowerColor Radeon RX 6900 XT 16GB GDDR6 256-bit,2000,0,1,"Bucuresti, Sectorul 2"
1,Placa video Palit GeForce® RTX3070 GameRock,1600,1,1,"Bucuresti, Sectorul 5"
0,Placa video PowerColor Radeon RX 6600 XT Fighter 8GB GDDR6 1‎28-bit,930,0,1,Timisoara
0,Placa Easycap captura video si audio cu usb si,448,0,0,"Bucuresti, Sectorul 3"
0,INNO3D iChill 1080ti 11gb,900,0,1,Valea Lupului
0,Placa video asus tuf rx 6800 16gb,1850,0,1,Bistrita
0,Placa video GeForce. Gtx 1650 Gigabite  4 GB.Gddr,6580,1,1,Popoveni
0,Placa video GeForce GTX 750Ti,200,0,1,Ramnicu Sarat
0,Placa video Gaming VERTO™ EPIC-X RGB PNY RTX 4060 Ti 16GDDR6,1799,0,0,"Bucuresti, Sectorul 1"
0,Placa video sapphire,300,1,1,Sanmartin
0,Placa Video RTX 3070 Ti Asus TUF Sigiliu 8GB Gaming RGB,1800,0,1,"Bucuresti, Sectorul 6"
0,Rtx 3080 ichil4x,2300,1,1,Iasi
1,Placa video RX 570 Gaming  NITRO+  8 GB GDDR5 256-bit Garantie 6 Luni,450,0,1,"Bucuresti, Sectorul 3"
1,Vand materiale pentru containere modulare,250,0,0,Piatra Neamt
1,Placa video nVidia Quadro K200,160,0,1,Timisoara
0,Nvidia Quadro K420 2GB,100,0,1,Timisoara
0,"AMD XFX RADEON RX 480 8gb GDDR5,256bit",1000,0,1,"Bucuresti, Sectorul 3"
0,Water block racire pe apa MSI GTX 1060/1070/1080 (TI) Bykski RGB,100,0,1,Brasov
0,Vand placa video RX 6650 XT,1199,1,1,Cluj
0,Placa video Evga xc3 ultra 8gb,1500,0,1,Braila
0,Evga xc3 ultra RTX 3070 8GB,1500,0,1,Braila
0,"Placa video ASUS ROG Strix  RTX 3080, 12GB GDDR6X, garantie , ca noua",2900,1,1,Iasi
0,Placa video PowerColor Radeon RX 6900 XT Red Devil 16GB GDDR6,2590,0,1,Cluj
0,Vand asus gtx1070ti,700,0,1,Tamaseu
0,Nvidia GeForce RTX2080 Super 8GB GDDR,6999,0,1,Ghinda
1,"Placa Video Gigabyte 4070 super  windforce, oc edition, sigilata",3000,0,0,Constanta
1,"Placa video Gaming ASUS nvidia GeForce 1050 , 2GB GDDR5 128 Bit GDDR",5250,0,1,"Bucuresti, Sectorul 3"
1,Placa Video Nvidia / AMD 1GB 64Bit DVI HDMI Multi View,60,0,1,"Bucuresti, Sectorul 3"
0,RTX 3070 Gainward Phoenix,1449,0,1,Iasi
0,Placa video MSI GeForce GTX 980 GAMING 4GB GDDR5 256-bit,350,1,1,Medias
0,Placa video MSI Radeon Rx 470 de 4GB,400,1,1,Iasi
0,Placa vidio de colecție ne mai fabricată  2gb ram,50,1,1,Viisoara
0,Placa video Sapphire AMD Radeon RX 6600 PULSE 8GB GDDR6 128-bit,780,0,1,"Bucuresti, Sectorul 6"
0,Placa Video Placa Video AMD Radeon68,5099,1,1,Targu Jiu
0,Vând placa video sapphire HD365,280,0,1,Nicolae Balcescu
0,"Placa video XFX Radeon™ RX 480, 8GB GDDR5, 256-bit",250,0,1,"Bucuresti, Sectorul 2"
0,Placa Video MSI GT103,400,0,0,Brasov
0,Placa video gtx 1050 2gb ddr,5330,0,1,Catamaresti
1,Placa Video Gigabyte RTX 4060Ti Eagle 8GB GDDR6 SIGILATA,1900,0,0,Iasi
1,Placa video Palit GeForce® RTX3070 GameRock,1600,1,1,"Bucuresti, Sectorul 5"
1,"Placa Video Gigabyte 4070 super  windforce, oc edition, sigilata",3000,0,0,Constanta
0,Placa video gtx 1050 2gb ddr,5330,0,1,Catamaresti
0,asus rog GTX 1660 SUPER  ca noua,800,0,1,Iasi
0,Placa Video Sparkle Intel Arc A580 ORC OC,750,0,0,Bacau
0,Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăPlaca video Sapphire ATI Radeon HD56,7050,0,1,Slatina
0,placa video zotac geforce rtx 4090 24gb gddr6x-384bit,7500,0,1,"Bucuresti, Sectorul 6"
0,AMD Radeon Sapphire RX47,250,0,1,Cluj
0,Placa video rx55,300,0,1,Valu lui Traian
0,Placa video GTX 1060 6gb,360,0,1,"Bucuresti, Sectorul 6"
0,ZOTAC Nvidia  GeForce RTX 3080Ti AMP Holo 12GB GDDR6X - se poate testa,2500,0,1,Deva
0,"Placa video Gaming AMD R9 280 OC,3G DDR5 384 bit",280,0,1,Buzau
1,CALCULATOR GAMING i5 16 GB RAM 750GB Placa VIDEO 8GB Garantie 12 Luni,1280,0,1,"Bucuresti, Sectorul 3"
1,Placa video Gigabyte GeForce RTX 3080 Ti Gaming OC N308TGAMING OC-12G,2800,0,1,"Bucuresti, Sectorul 3"
1,Placa Video Nvidia / AMD 1GB 64Bit DVI HDMI Multi View,60,0,1,"Bucuresti, Sectorul 3"
0,"unitate gaming cu placa video rtx 3070 de 8 gb , noua",4500,0,0,Iasi
0,"Placa video light gaming nvidia GT 730 OC 2G,DDR",3140,0,1,Buzau
0,"unitate   Gaming cu ryzen 7 3800x,  placa video  rtx 3060 de 12 gb",3910,0,0,Iasi
0,"Placa video SAPPHIRE Radeon™ R7 360 NITRO, 2GB GDDR5, 128-bit",200,0,1,Drobeta
0,Vând placa video Sapphire,950,1,1,Ineu
0,"Pc Gaming -editare video 4k cu i9 9900k , rtx 3060 de 12 gb ddr6",5500,0,0,Iasi
0,"Pc  editare foto, video 4k rtx 3060 de 12 gb ddr6 si  i9 10850k",5300,0,0,Iasi
0,Amd Radeon HD790,150,0,1,"Bucuresti, Sectorul 4"
0,Msi gtx 960 4g gaming,300,1,1,Focsani
0,Placa video AMD Radeon Vega 64 PowerColor 8GB,800,0,1,Targu Jiu
1,"Placa Video Gigabite Geforce RTX 3060Ti 8Gb DDR6, 256-bit",1300,0,0,"Bucuresti, Sectorul 4"
1,GIGABYTE AORUS GeForce RTX 3060 Ti Elite lhr 8GB gddr6 256-bit,1399,0,1,Pitesti
1,Gigabyte GTX 1080 ti Waterforce WB Extreme Edition 11G Aorus,2000,1,0,Runcu
0,Placa video RX570 shappire pulse,399,0,1,Timisoara
0,Placa video Amd Rx 580 8gb ddr 5 256 bit XFX GTS si Sapphire,350,0,1,"Bucuresti, Sectorul 4"
0,Vand placa video Nvidia Geforce 1050 Ti Gtx 4 GB DDRAM,5250,0,1,Drobeta
0,Placa video PC XFX AMD RADEON RX 470 8GB RX-470P85 VC.0 8GB GDDR525,6270,0,1,Galati
0,Vând Placa Video Gigabyte,300,1,1,"Bucuresti, Sectorul 5"
0,Placa Video GT64,100,0,1,"Bucuresti, Sectorul 5"
0,Placă Video MSI Ventus 3X GeForce RTX 3080 Ti,3780,0,1,Iasi
0,"Placa video Sapphire NITRO+ RADEON RX 580, 8GB GDDR5, 256-bit",270,1,1,Galati
0,Vând Placă video AsusNvidia Ge Force 9600GSO,60,0,1,Botosani
0,Vand ventilator placa video RX 570 ITX 4Gb,130,0,0,Timisoara
1,Placa video RX 5600XT,600,1,1,Brasov
1,Placa video RX 7900 XT PowerColor Hellhound 20GB GDDR6 noua,2850,1,0,"Bucuresti, Sectorul 5"
1,Placa video RTX 4070 OC  12GB  Garantie,2299,0,1,"Bucuresti, Sectorul 4"
0,Placa Video Ieftina cu HDMI PCI-Express PCIE Nvidia,30,0,1,Baia Mare
0,Placa video AMD Firepro S9150 16 Gb,250,0,1,Blaj
0,"AMD Radeon 6900XT 16GB VRAM, garantie",3499,0,1,Ploiesti
0,Placa Video MSI GeForce RTX 4070 Ti Super 16Gb Ventus 2X OC,3700,1,1,"Bucuresti, Sectorul 6"
0,Placă Video Nvidia GeForce RTX 3080 Ti,3400,0,1,Iasi
0,Placa video RTX 3060 OC,1100,1,1,Mangalia
0,MSI GeForce RTX 2060 VENTUS XS 6G OC 6GB GDDR6 192-bit,920,0,1,Sfantu Gheorghe
0,"Placa video GIGABYTE GeForce® GTX 1070 G1 Gaming, 8GB GDDR5, 256-bit",1000,1,1,"Bucuresti, Sectorul 2"
0,Placa video ASUS Dual GTX106,500,0,1,Malu Spart
1,Placa video  MSI RTX 3080Ti X Trio,3180,1,1,Alexandru cel Bun
1,nVidia RTX 3060 Zotac,900,0,1,Timisoara
1,Vând 4080 Super Rog Strix OC,6900,1,0,Slanic
0,MSI Aero GTX 1070 OC,550,0,1,Iasi
0,"Placa video ASUS ROG Strix Radeon RX 6600 XT, 8GB GDDR6, 128-bit",1000,0,1,"Bucuresti, Sectorul 4"
0,"Salvează căutareaTe anunțăm oricând apar anunțuri noi.SalveazăPlaca Video ASUS  RX480, 8GB, GDDR5, 256 bit",350,0,1,Oradea
0,ASRock Challenger Radeon RX 6650 XT 8GB,1000,0,1,Oglinzi
0,Suport placa video-GPU / NOU,30,0,0,Ploiesti
0,"Placa video SAPPHIRE Radeon™ R7 370 OC NITRO, 2GB GDDR5, 256-bit",200,0,1,"Bucuresti, Sectorul 6"
0,"Gigabyte GeForce GT 1030 Silent Low Profile, 2GB DDR5, 64-bit",149,0,1,Timisoara
1,Placa video Palit GeForce® RTX3070 GameRock,1600,1,1,"Bucuresti, Sectorul 5"
1,Placa Video Gigabyte RTX 4060Ti Eagle 8GB GDDR6 SIGILATA,1900,0,0,Iasi
1,RTX 3060 12GB de la Asus noua sigilata,1350,1,0,Suceava
0,Placa video NVidia NVS 300 512MB DDR3 64bit,30,0,1,Targu
0,Gigabyte GeForce RTX 3060 Ti EAGLE 8G (rev. 2.0),1400,0,1,Galati
0,Placa video Gigabyte GeForce GTX 1650 D6 WINDFORCE OC,400,0,1,Ploiesti
0,Vand Placa video Gigabyte 1050TI-OC 4GB,500,0,1,"Ilfov, Popesti"
0,Placa video GeForce GTX 750 4 GB,475,0,0,Bacau
0,Suport placa video GPU,25,0,0,"Bucuresti, Sectorul 4"
0,"Vand placa video Gainward GeForce RTX 4070Ti Phantom Reunion GS, 12GB",4000,1,1,"Bucuresti, Sectorul 1"
0,Placa video rtx 3070 Aorus Master display 8 gb 256 biti gddr6,1550,0,1,Sibiu
0,Placa video GIGABYTE GeForce GTX 980 Ti WindForce 3X 6GB GDDR,5570,0,1,"Bucuresti, Sectorul 1"
1,"Vand mining rig rx560, rx580 4g,8g saphire",4599,0,1,Alba Iulia
1,Placa video RX 570 Gaming  NITRO+  8 GB GDDR5 256-bit Garantie 6 Luni,450,0,1,"Bucuresti, Sectorul 3"
1,Vand Placa video ASUS RX570 4Gb EXPEDITION,250,0,1,Cluj
0,NVIDIA GeForce 9600 GT compatibila cu Apple Mac Pro 5.,1150,0,1,Iasi
0,Vând placa video gtx 1060 6gb Msi,1000,1,1,Sibiu
0,Placa video Radeon x300se 128mb v/v-o noua,90,0,0,"Bucuresti, Sectorul 3"
0,Placa video PowerColor Radeon HD5750 1024MB GDDR5 128bit HDMI DVI,200,0,1,"Bucuresti, Sectorul 6"
0,Placa Video Sapphire Radeon RX 7800 XT NITRO+ 16GB GDDR6 256-bit,2250,0,1,"Bucuresti, Sectorul 5"
0,"Placa Video Asus Radeon RX 6600 DUAL 8G 8GB GDDR6 128-bit , GARANTIE",900,0,0,Iasi
0,Asus strix Gtx 1080 ti,1000,1,1,Sascut
0,ASUS Radeon R9 270X (R9270X-DC2T-2GD5) Graphics Card 2GB,150,0,1,Sfanta Elena
0,Placa video EVGA RTX 3070 TI XC3 ULTRA Cu Garantie,1700,0,1,Iasi
0,Placa Video Nvidia 550ti,100,0,1,Bacau
1,Placa video RX 7900 XT PowerColor Hellhound 20GB GDDR6 noua,2850,1,0,"Bucuresti, Sectorul 5"
1,Placa Video Palit GeForce RTX 3080 10gb,2000,0,1,"Bucuresti, Sectorul 4"
1,Placa video nVidia Quadro K200,160,0,1,Timisoara
0,Placa video Gigabyte RTX 3060 OC 12GB GDDR6 192bit GPU,1350,0,1,"Bucuresti, Sectorul 4"
0,"Placa video Gigabyte GeForce 8500GT 256MB GDDR3, 128bit, SLI, PCI-E",85,1,1,Cluj
0,"Placa video ZOTAC GAMING GeForce® RTX™ 3070 Ti Trinity OC, 8GB GDDR6X,",2300,0,0,Constanta
0,Placa video gt210 graphics card,100,1,0,Sangeorgiu de Mures
0,Placa video GEFORCE GTX 1060 - 3GB - OC edition,300,1,1,Balotesti
0,Placa video ASUS GeForce GTX1080Ti Strix,1220,1,1,Caracal
0,Placa video gtx 1050 ti,290,0,1,Bascov
0,Placa Video RX 6650 XT 8gb msi mech2x GARANTIE OC,1200,0,1,Piatra Neamt
0,Placa video Sapphire RX 6900 XT NITRO+ SE 16GB GDDR6 256-bit,1950,0,1,"Bucuresti, Sectorul 2"
